ensembl_gene_id,gene_name,chromosome,gene_type,go_ids,go_terms,ribosomal_evidence,ensembl_dataset,go_obo_source,filter_note
ENSG00000236735,RPL31P63,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236748,RPL9P19,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236762,RPL19P16,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236768,RPL17P16,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236776,RPL21P23,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236783,RPS15AP27,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236804,RPS3AP12,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236806,RPL7AP15,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236848,RPL23AP95,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236860,RPL39P29,13,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236862,RPS20P24,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236863,RPL23AP23,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236880,RPS26P57,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236929,RPL35AP37,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236976,RPL6P20,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000236992,RPL12P12,20,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237003,RPL36AP11,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237024,RPL21P33,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237083,RPL31P42,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237088,RPL7AP48,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237109,RPL21P111,13,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237139,RPS26P41,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237169,RPL12P27,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237170,RPS7P15,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237205,RPL7P34,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237213,RPL23AP22,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237226,RPS3AP39,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237314,RPL12P39,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237322,RPL7L1P10,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237382,RPL21P121,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237432,RPS7P12,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237450,RPL23AP71,14,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237475,RPL7P53,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237490,RPS27AP17,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237540,RPL36AP36,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237551,RPL21P74,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237593,RPL17P24,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237668,RPS15AP38,22,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237729,RPS27P17,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237783,RPS2P10,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237784,RPS20P12,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237793,RPL18AP16,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237816,RPL21P109,13,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237818,RPS3AP29,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237824,RPL23AP33,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237827,RPS15AP29,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237887,RPL23AP32,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237888,RPL29P31,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237916,RPL37P12,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237924,RPL21P112,13,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237930,RPL31P14,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237952,RPL7AP73,13,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000237959,RPL36AP10,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000238055,RPL36AP24,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000238149,RPS15AP31,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000238172,RPS2P35,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000238180,RPL21P34,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000238263,RPL21P88,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239198,RPL5P22,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239200,RPL22P20,14,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239201,RPL21P106,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239210,RPS26P55,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239215,RPL27P12,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239218,RPS20P22,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239223,RPL34P31,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239246,RPS10P26,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239253,RPS4XP23,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239255,RPL29P34,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239256,RPL35AP35,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239261,RPL31P41,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239272,RPL21P10,14,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239291,RPS2P47,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239315,RPL19P13,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239317,RPL35AP17,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239320,RPS29P26,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239354,RPS17P15,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239365,RPS26P49,14,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239374,RPL21P105,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239393,RPS20P17,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239397,RPL13AP21,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239412,RPL21P71,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239413,RPS27P23,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239438,RPS26P48,14,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239465,RPL21P15,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239470,RPL21P97,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239473,RPL7P38,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239481,RPS3AP41,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239483,RPS15AP16,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239490,RPS4XP18,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239524,RPL32P34,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239532,RPL21P45,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239602,RPL35AP16,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239617,RPL32P27,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239627,RPL12P20,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239659,RPL9P31,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239671,RPL34P30,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239683,RPL7AP67,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239686,RPL34P28,14,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239689,RPL17P46,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239701,RPL37P20,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239763,RPL21P118,16,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239797,RPL21P39,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239830,RPS4XP22,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239840,RPL23AP72,16,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239861,RPL21P96,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239870,RPL21P55,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239872,RPL35AP19,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239881,RPS27P25,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239912,RPL39P36,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239917,RPS10P16,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239924,RPL29P22,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239983,RPL31P31,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000239988,RPL31P60,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000240003,RPL7P24,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
